ind,X,Y,Z,Vol,Zone,Phase,In
i1668,15.01746809,3.658109451,107.775,1.621868094,C,a,0
i1669,16.61896809,28.40810945,107.775,2.179069888,C,a,0
i1670,14.31746809,21.65810945,107.775,3.243736187,C,a,0
i1671,15.01596809,19.40810945,107.775,9.111474742,C,a,0
i1672,3.841394095,19.40810945,107.775,8.522940656,C,a,0
i1673,-4.109680774,19.40810945,107.775,11.53724879,C,a,0
i1674,-3.282531915,20.68233177,107.775,0.918498008,C,a,0
i1675,-4.983156673,22.05810945,107.775,0.792812166,C,a,0
i1676,-6.080382176,17.33310945,107.775,1.495722797,C,a,0
i1677,0.467468085,17.15810945,107.775,5.676538328,C,a,0
i1678,0.467468085,12.65810945,107.775,5.676538328,C,a,0
i1679,0.467468085,8.158109451,107.775,5.676538328,C,a,0
i1680,0.467468085,3.663109451,107.775,5.663923798,C,a,0
i1681,-5.382531915,17.15810945,107.775,3.243736187,C,a,0
i1682,2.217468085,14.90810945,107.775,4.415085366,C,a,0
i1683,-2.746531915,14.90810945,107.775,8.159077756,C,a,0
i1684,-6.082531915,12.65810945,107.775,1.621868094,C,a,0
i1685,-2.806457046,10.40810945,107.775,8.259805105,C,a,0
i1686,2.217468085,10.40810945,107.775,4.415085366,C,a,0
i1687,2.217468085,5.908109451,107.775,4.415085366,C,a,0
i1688,-2.852531915,5.908109451,107.775,8.376047666,C,a,0
i1689,-6.080382176,8.333109451,107.775,1.495722797,C,a,0
i1690,-6.082531915,3.483109451,107.775,1.495722797,C,a,0
i1691,-3.882531915,8.158109451,107.775,3.243736187,C,a,0
i1692,-3.882531915,12.65810945,107.775,3.243736187,C,a,0
i1693,-5.380382176,3.658109451,107.775,3.243736187,C,a,0
i1694,-4.729031915,1.408109451,107.775,9.949079509,C,a,0
i1695,9.467468085,21.48527098,107.775,5.240483115,C,a,0
i1696,-4.227531915,-7.591890549,107.98,5.95549964,C,a,0
i1697,12.21746809,18.13310945,107.775,0.919058586,C,a,0
i1698,13.91746809,16.75810945,107.775,0.79291329,C,a,0
i1699,14.79746809,1.408109451,107.775,9.662729687,C,a,0
i1700,13.91746809,4.058109451,107.775,0.79291329,C,a,0
i1701,12.21746809,2.682998293,107.775,0.91897846,C,a,0
i1702,5.054678403,-7.591890549,107.775,11.57383092,C,a,0
i1703,14.1346784,-7.591890549,107.775,11.33541631,C,a,0
i1704,12.55496809,-4.416890549,107.775,4.577272175,C,a,0
i1705,5.054968085,-1.241890549,107.775,6.505493131,C,a,0
i1706,12.36746809,-1.241890549,107.775,4.036649477,C,a,0
i1707,16.82746809,10.40810945,107.775,2.59498895,C,a,0
i1708,15.16746809,-3.091890549,107.775,11.35307666,C,a,0
i1709,15.84246809,39.69896075,107.775,3.302844269,C,a,0
i1710,0.542468085,-3.091890549,107.775,13.7858788,C,a,0
i1711,4.217468085,37.40810945,107.775,9.460897213,C,a,0
i1712,6.536968085,32.89760945,107.775,6.485129676,C,a,0
i1713,6.542468085,28.40810945,107.775,6.496482753,C,a,0
i1714,6.542468085,23.90810945,107.775,6.496482753,C,a,0
i1715,9.467468085,30.28335945,107.775,5.738980249,C,a,0
i1716,9.467468085,25.98298445,107.775,5.234714428,C,a,0
i1717,12.81568126,30.83323481,107.775,2.988403575,C,a,0
i1718,12.81568126,25.98310945,107.775,2.991445595,C,a,0
i1719,-7.322531915,28.40810945,107.775,1.787659054,C,a,0
i1720,-7.17124448,10.40810945,107.775,1.439804484,C,a,0
i1721,15.29623608,44.38310945,107.775,3.459985266,C,a,0
i1722,-7.892531915,-2.916890549,107.9425,6.609292689,C,a,0
i1723,-6.692531915,-3.091890549,107.9425,6.876720717,C,a,0
i1724,-5.492531915,-2.921890549,107.9425,6.61693349,C,a,0
i1725,-4.292531915,-2.921890549,107.9425,6.61693349,C,a,0
i1726,-1.892531915,-3.091890549,107.9425,6.876720717,C,a,0
i1727,-0.579277937,-2.911866843,107.9425,7.719713474,C,a,0
i1728,9.567468085,-2.617654791,107.775,12.33304398,C,a,0
i1729,5.054968085,-3.041890549,107.9425,6.895822719,C,a,0
i1730,5.054968085,-4.241890549,107.9425,6.895822719,C,a,0
i1731,5.054968085,-5.441890549,107.9425,6.895822719,C,a,0
i1732,5.054968085,-6.641890549,107.9425,6.895822719,C,a,0
i1733,5.054968085,-1.946890549,107.9425,5.689053743,C,a,0
i1734,5.054968085,1.408109451,107.775,11.38461298,C,a,0
i1735,-1.955943057,1.941319812,108.05,0.228709351,C,a,0
i1736,-1.532265023,2.458109434,107.775,1.441468144,C,a,0
i1737,-3.531998131,2.646973879,107.775,1.786021946,C,a,0
i1738,-3.762054816,4.72364639,107.7750351,2.977032586,C,a,0
i1739,-1.534583968,18.35810947,107.775,1.44313971,C,a,0
i1740,-1.955374577,18.87489909,108.05,0.228709351,C,a,0
i1741,-3.536636022,18.15990318,107.77505,1.799729625,C,a,0
i1742,-3.766692707,16.07526367,107.7750351,2.977032586,C,a,0
i1743,10.95473625,20.18175904,108.05,0.170118826,C,a,0
i1744,10.96746809,20.45810943,107.775,1.081245396,C,a,0
i1745,12.46746809,20.6559313,107.77505,1.79917534,C,a,0
i1746,12.69752477,22.74041753,107.7750351,2.977032586,C,a,0
i1747,3.967468085,19.40810945,107.775,12.97494475,C,a,0
i1748,6.267468085,5.908109451,107.775,1.657909607,C,a,0
i1749,6.267468085,10.40810945,107.775,1.657909607,C,a,0
i1750,6.267468085,14.90810945,107.775,1.657909607,C,a,0
i1751,2.215319226,23.90810945,107.775,1.263001925,C,a,0
i1752,2.215319226,28.40810945,107.775,1.263001925,C,a,0
i1753,2.215319226,32.90810945,107.775,1.263001925,C,a,0
i1754,10.92149844,36.75850503,108.05,0.316988112,C,a,0
i1755,10.46796809,36.35810947,107.775,1.441300113,C,a,0
i1756,12.46746809,36.1602876,107.77505,1.79917534,C,a,0
i1757,12.69752477,34.07580137,107.7750351,2.977032586,C,a,0
i1758,-4.105531987,-7.591126108,111.375,14.70972045,C,a,0
i1759,18.49246809,-3.090361291,111.375,9.722198184,C,a,0
i1760,18.49246809,5.909638709,111.375,9.722198184,C,a,0
i1761,18.49246809,14.91013871,111.375,9.722198184,C,a,0
i1762,18.49246809,23.90830945,111.375,9.722198184,C,a,0
i1763,18.43944048,41.90963871,111.375,9.722198184,C,a,0
i1764,16.80696809,46.33425255,111.375,1.182612152,C,a,0
i1765,-4.055531915,46.40963871,111.3625,9.450385105,C,a,0
i1766,3.447468085,46.40810945,111.3625,7.267650997,C,a,0
i1767,-3.911531915,37.40963871,111.375,11.02257598,C,a,0
i1768,-7.930531915,41.90963871,111.375,11.35307666,C,a,0
i1769,-3.731531915,40.75810945,111.375,10.59368197,C,a,0
i1770,0.467468085,41.90810945,111.375,11.35307666,C,a,0
i1771,-5.484018596,43.5864395,111.3625,3.442204787,C,a,0
i1772,-1.732768596,43.5864395,111.3625,3.442204787,C,a,0
i1773,3.23239304,43.5864395,111.3625,3.442204787,C,a,0
i1774,4.956656097,37.40810945,111.375,11.38035428,C,a,0
i1775,13.79692933,37.40810945,111.375,10.92282341,C,a,0
i1776,8.050456848,40.85810945,111.375,2.042849168,C,a,0
i1777,12.65496809,40.85810945,111.375,4.595292932,C,a,0
i1778,15.84246809,39.69560945,111.375,3.297798457,C,a,0
i1779,6.633445611,39.80695842,111.375,2.95179993,C,a,0
i1780,9.467468085,39.87060945,111.375,5.329638763,C,a,0
i1781,-4.054281915,19.40963871,111.375,11.36253755,C,a,0
i1782,4.962468085,19.40810945,111.375,11.36569119,C,a,0
i1783,14.54639057,19.40810945,111.375,9.032003206,C,a,0
i1784,4.967468085,-7.516890549,111.375,12.25411449,C,a,0
i1785,14.04246809,-7.516890549,111.375,12.48387913,C,a,0
i1786,-8.558031915,32.90963871,111.375,9.722198184,C,a,0
i1787,-8.558031915,23.90963871,111.375,9.722198184,C,a,0
i1788,-8.558031915,14.90963871,111.375,9.722198184,C,a,0
i1789,-8.558031915,5.909638709,111.375,9.722198184,C,a,0
i1790,-8.555531915,-3.090861291,111.375,9.722198184,C,a,0
i1791,15.29246809,44.38406947,111.375,3.276173549,C,a,0
i1792,18.49246809,32.90830945,111.375,9.722198184,C,a,0
i1793,-4.049031915,1.334638709,111.375,13.80579173,C,a,0
i1794,13.97996809,1.334638709,111.375,13.8241729,C,a,0
i1795,4.96240472,1.333109451,111.375,13.80119644,C,a,0
i1796,-7.780531915,-3.090361291,111.5425,6.341864661,C,a,0
i1797,-6.580531915,-3.089861291,111.5425,6.341864661,C,a,0
i1798,-5.380531915,-3.089861291,111.5425,6.341864661,C,a,0
i1799,-4.180531915,-3.089361291,111.5425,6.341864661,C,a,0
i1800,-2.980531915,-3.089361291,111.5425,6.341864661,C,a,0
i1801,-1.780531915,-3.088861291,111.5425,6.341864661,C,a,0
i1802,-0.580531915,-3.088861291,111.5425,6.341864661,C,a,0
i1803,0.619468085,-3.088361291,111.5425,6.341864661,C,a,0
i1804,1.819468085,-3.088361291,111.5425,6.341864661,C,a,0
i1805,3.019468085,-3.087861291,111.5425,6.341864661,C,a,0
i1806,4.219468085,-3.087861291,111.5425,6.341864661,C,a,0
i1807,5.419468085,-3.087361291,111.5425,6.341864661,C,a,0
i1808,6.619468085,-3.087361291,111.5425,6.341864661,C,a,0
i1809,7.819468085,-3.086861291,111.5425,6.341864661,C,a,0
i1810,9.019468085,-3.086861291,111.5425,6.341864661,C,a,0
i1811,10.21946809,-3.086361291,111.5425,6.341864661,C,a,0
i1812,11.41946809,-3.086361291,111.5425,6.341864661,C,a,0
i1813,12.61946809,-3.085861291,111.5425,6.341864661,C,a,0
i1814,13.81946809,-3.085861291,111.5425,6.341864661,C,a,0
i1815,15.01946809,-3.085361291,111.5425,6.341864661,C,a,0
i1816,16.21946809,-3.085361291,111.5425,6.341864661,C,a,0
i1817,17.41946809,-3.084861291,111.5425,6.341864661,C,a,0
i1818,18.16746809,-3.090361291,111.5425,1.585466165,C,a,0
i1819,-4.900111672,2.360165143,111.5425,5.322565066,C,a,0
i1820,-4.900111672,3.560165143,111.5425,5.322565066,C,a,0
i1821,-4.900111672,4.760165143,111.5425,5.322565066,C,a,0
i1822,-4.900111672,5.960165143,111.5425,5.322565066,C,a,0
i1823,-4.900111672,7.160165143,111.5425,5.322565066,C,a,0
i1824,-4.900111672,8.360165143,111.5425,5.322565066,C,a,0
i1825,-4.900111672,9.560165143,111.5425,5.322565066,C,a,0
i1826,-4.900111672,10.76016514,111.5425,5.322565066,C,a,0
i1827,-4.900111672,11.96016514,111.5425,5.322565066,C,a,0
i1828,-4.900111672,13.16016514,111.5425,5.322565066,C,a,0
i1829,-4.900111672,14.36016514,111.5425,5.322565066,C,a,0
i1830,-4.900111672,15.56016514,111.5425,5.322565066,C,a,0
i1831,-4.900111672,16.76016514,111.5425,5.322565066,C,a,0
i1832,-4.900111672,17.96016514,111.5425,5.322565066,C,a,0
i1833,-4.901118347,18.80963871,111.5425,2.217424065,C,a,0
i1834,14.83597476,2.360165143,111.5425,5.322565066,C,a,0
i1835,14.83597476,3.560165143,111.5425,5.322565066,C,a,0
i1836,14.83597476,4.760165143,111.5425,5.322565066,C,a,0
i1837,14.83597476,5.960165143,111.5425,5.322565066,C,a,0
i1838,14.83597476,7.160165143,111.5425,5.322565066,C,a,0
i1839,14.83597476,8.360165143,111.5425,5.322565066,C,a,0
i1840,14.83597476,9.560165143,111.5425,5.322565066,C,a,0
i1841,14.83597476,10.76016514,111.5425,5.322565066,C,a,0
i1842,14.83597476,11.96016514,111.5425,5.322565066,C,a,0
i1843,14.83597476,13.16016514,111.5425,5.322565066,C,a,0
i1844,14.83597476,14.36016514,111.5425,5.322565066,C,a,0
i1845,14.83597476,15.56016514,111.5425,5.322565066,C,a,0
i1846,14.83597476,16.76016514,111.5425,5.322565066,C,a,0
i1847,14.83597476,17.96016514,111.5425,5.322565066,C,a,0
i1848,14.83496809,18.80963871,111.5425,2.217424065,C,a,0
i1849,-4.900111672,20.36016514,111.5425,5.322565066,C,a,0
i1850,-4.900111672,21.56016514,111.5425,5.322565066,C,a,0
i1851,-4.900111672,22.76016514,111.5425,5.322565066,C,a,0
i1852,-4.900111672,23.96016514,111.5425,5.322565066,C,a,0
i1853,-4.900111672,25.16016514,111.5425,5.322565066,C,a,0
i1854,-4.900111672,26.36016514,111.5425,5.322565066,C,a,0
i1855,-4.900111672,27.56016514,111.5425,5.322565066,C,a,0
i1856,-4.900111672,28.76016514,111.5425,5.322565066,C,a,0
i1857,-4.900111672,29.96016514,111.5425,5.322565066,C,a,0
i1858,-4.900111672,31.16016514,111.5425,5.322565066,C,a,0
i1859,-4.900111672,32.36016514,111.5425,5.322565066,C,a,0
i1860,-4.900111672,33.56016514,111.5425,5.322565066,C,a,0
i1861,-4.900111672,34.76016514,111.5425,5.322565066,C,a,0
i1862,-4.900111672,35.96016514,111.5425,5.322565066,C,a,0
i1863,-4.901118347,36.80963871,111.5425,2.217424065,C,a,0
i1864,14.83738833,20.36016514,111.5425,5.322565066,C,a,0
i1865,14.83738833,21.56016514,111.5425,5.322565066,C,a,0
i1866,14.83738833,22.76016514,111.5425,5.322565066,C,a,0
i1867,14.83738833,23.96016514,111.5425,5.322565066,C,a,0
i1868,14.83738833,25.16016514,111.5425,5.322565066,C,a,0
i1869,14.83738833,26.36016514,111.5425,5.322565066,C,a,0
i1870,14.83738833,27.56016514,111.5425,5.322565066,C,a,0
i1871,14.83738833,28.76016514,111.5425,5.322565066,C,a,0
i1872,14.83738833,29.96016514,111.5425,5.322565066,C,a,0
i1873,14.83738833,31.16016514,111.5425,5.322565066,C,a,0
i1874,14.83738833,32.36016514,111.5425,5.322565066,C,a,0
i1875,14.83738833,33.56016514,111.5425,5.322565066,C,a,0
i1876,14.83738833,34.76016514,111.5425,5.322565066,C,a,0
i1877,14.83738833,35.96016514,111.5425,5.322565066,C,a,0
i1878,14.83638165,36.80963871,111.5425,2.217424065,C,a,0
i1879,4.962430927,18.80098055,111.5425,1.674608841,C,a,0
i1880,4.960541861,17.95098055,111.5425,4.021539527,C,a,0
i1881,4.960541861,16.75098055,111.5425,4.021539527,C,a,0
i1882,4.960541861,15.55098537,111.5425,4.021539527,C,a,0
i1883,4.960541861,14.35098537,111.5425,4.021539527,C,a,0
i1884,4.956885487,13.15098537,111.5425,4.021539527,C,a,0
i1885,4.956885487,11.95098537,111.5425,4.021539527,C,a,0
i1886,4.956885487,10.75099019,111.5425,4.021539527,C,a,0
i1887,4.956885487,9.550990192,111.5425,4.021539527,C,a,0
i1888,4.960541861,8.350990192,111.5425,4.021539527,C,a,0
i1889,4.960541861,7.150990192,111.5425,4.021539527,C,a,0
i1890,4.960541861,5.950995011,111.5425,4.021539527,C,a,0
i1891,4.960541861,4.750995011,111.5425,4.021539527,C,a,0
i1892,4.956885487,3.550995011,111.5425,4.021539527,C,a,0
i1893,4.956885487,2.350995011,111.5425,4.021539527,C,a,0
i1894,4.962430927,36.80810945,111.5425,1.674608841,C,a,0
i1895,4.960541861,35.95810945,111.5425,4.021539527,C,a,0
i1896,4.960541861,34.75810945,111.5425,4.021539527,C,a,0
i1897,4.960541861,33.55811427,111.5425,4.021539527,C,a,0
i1898,4.960541861,32.35811427,111.5425,4.021539527,C,a,0
i1899,4.956885487,31.15811427,111.5425,4.021539527,C,a,0
i1900,4.956885487,29.95811427,111.5425,4.021539527,C,a,0
i1901,4.956885487,28.75811909,111.5425,4.021539527,C,a,0
i1902,4.956885487,27.55811909,111.5425,4.021539527,C,a,0
i1903,4.960541861,26.35811909,111.5425,4.021539527,C,a,0
i1904,4.960541861,25.15811909,111.5425,4.021539527,C,a,0
i1905,4.960541861,23.95812391,111.5425,4.021539527,C,a,0
i1906,4.960541861,22.75812391,111.5425,4.021539527,C,a,0
i1907,4.956885487,21.55812391,111.5425,4.021539527,C,a,0
i1908,4.956885487,20.35812391,111.5425,4.021539527,C,a,0
i1909,3.550456848,40.75810945,111.375,7.778090612,C,a,0
i1910,-4.105531987,-7.591126108,114.975,14.70972045,C,a,0
i1911,18.61937907,-3.090361291,114.975,5.98289119,C,a,0
i1912,18.43944048,41.69713871,114.975,10.22002158,C,a,0
i1913,16.80696809,46.33425255,114.975,1.182612152,C,a,0
i1914,-4.180281915,46.40963871,114.9625,9.754626535,C,a,0
i1915,3.447468085,46.40810945,114.9625,7.267650997,C,a,0
i1916,-4.456531915,37.33879694,114.975,12.94647195,C,a,0
i1917,-7.930531915,41.87421782,114.975,11.44244022,C,a,0
i1918,-3.731531915,40.75810945,114.975,10.59368197,C,a,0
i1919,0.467468085,41.87060945,114.975,11.44768563,C,a,0
i1920,-5.484018596,43.5864395,114.9625,3.442204787,C,a,0
i1921,-1.732768596,43.58252447,114.9625,3.447660783,C,a,0
i1922,3.184468085,43.5864395,114.9625,3.442204787,C,a,0
i1923,4.717468085,37.33310945,114.975,13.01999664,C,a,0
i1924,14.20346676,37.33463871,114.975,12.97702673,C,a,0
i1925,8.050456848,40.85810945,114.975,2.042849168,C,a,0
i1926,12.65496809,40.85810945,114.975,4.595292932,C,a,0
i1927,15.84246809,39.65887408,114.975,3.350758391,C,a,0
i1928,6.633445611,39.59378394,114.975,3.259125174,C,a,0
i1929,9.467468085,39.86310945,114.975,5.348560558,C,a,0
i1930,4.967468085,-7.516890549,114.975,12.25411449,C,a,0
i1931,14.04246809,-7.516890549,114.975,12.48387913,C,a,0
i1932,-8.680531915,5.909638709,114.975,5.98289119,C,a,0
i1933,-8.680531915,-3.26556437,114.975,6.235181782,C,a,0
i1934,15.29246809,44.38406947,114.975,3.276173549,C,a,0
i1935,-7.880531915,-3.090361291,115.1425,6.341864661,C,a,0
i1936,-6.680531915,-3.089861291,115.1425,6.341864661,C,a,0
i1937,-5.480531915,-3.089861291,115.1425,6.341864661,C,a,0
i1938,-4.280531915,-3.089361291,115.1425,6.341864661,C,a,0
i1939,-3.080531915,-3.089361291,115.1425,6.341864661,C,a,0
i1940,-1.880531915,-3.088861291,115.1425,6.341864661,C,a,0
i1941,-0.680531915,-3.088861291,115.1425,6.341864661,C,a,0
i1942,0.519468085,-3.096361291,115.1425,6.354089943,C,a,0
i1943,1.719468085,-3.088361291,115.1425,6.341864661,C,a,0
i1944,2.919468085,-3.087861291,115.1425,6.341864661,C,a,0
i1945,4.119468085,-3.087861291,115.1425,6.341864661,C,a,0
i1946,5.319468085,-3.087361291,115.1425,6.341864661,C,a,0
i1947,6.519468085,-3.087361291,115.1425,6.341864661,C,a,0
i1948,7.719468085,-3.086861291,115.1425,6.341864661,C,a,0
i1949,8.919468085,-3.086861291,115.1425,6.341864661,C,a,0
i1950,10.11946809,-3.086361291,115.1425,6.341864661,C,a,0
i1951,11.31946809,-3.086361291,115.1425,6.341864661,C,a,0
i1952,12.51946809,-3.085861291,115.1425,6.341864661,C,a,0
i1953,13.71946809,-3.085861291,115.1425,6.341864661,C,a,0
i1954,14.91946809,-3.085361291,115.1425,6.341864661,C,a,0
i1955,16.11946809,-3.085361291,115.1425,6.341864661,C,a,0
i1956,17.31946809,-3.084861291,115.1425,6.341864661,C,a,0
i1957,18.16946809,-3.084861291,115.1425,2.642125242,C,a,0
i1958,-4.103031915,28.40963871,114.975,14.695927,C,a,0
i1959,5.051968085,28.40810945,114.975,14.695927,C,a,0
i1960,14.04926809,28.40810945,114.975,14.695927,C,a,0
i1961,-4.028031915,19.40963871,114.975,14.96623835,C,a,0
i1962,5.019468085,19.40810945,114.975,14.77702041,C,a,0
i1963,14.03676809,19.40810945,114.975,14.7409789,C,a,0
i1964,-3.930531915,10.40963871,114.975,15.3104348,C,a,0
i1965,5.053968085,10.33340945,114.975,12.49153795,C,a,0
i1966,14.05126809,10.40810945,114.975,14.695927,C,a,0
i1967,-8.680531915,14.90580945,114.975,5.98289119,C,a,0
i1968,18.61946809,14.90580945,114.975,5.98289119,C,a,0
i1969,18.61937907,5.904638709,114.975,5.98289119,C,a,0
i1970,-7.880531915,5.910138709,115.1425,6.341864661,C,a,0
i1971,-6.680531915,5.910638709,115.1425,6.341864661,C,a,0
i1972,-5.480531915,5.910638709,115.1425,6.341864661,C,a,0
i1973,-4.280531915,5.911138709,115.1425,6.341864661,C,a,0
i1974,-3.080531915,5.911138709,115.1425,6.341864661,C,a,0
i1975,-1.880531915,5.911638709,115.1425,6.341864661,C,a,0
i1976,-0.680531915,5.911638709,115.1425,6.341864661,C,a,0
i1977,0.519468085,5.912138709,115.1425,6.341864661,C,a,0
i1978,1.719468085,5.912138709,115.1425,6.341864661,C,a,0
i1979,2.919468085,5.912638709,115.1425,6.341864661,C,a,0
i1980,4.119468085,5.912638709,115.1425,6.341864661,C,a,0
i1981,5.319468085,5.913138709,115.1425,6.341864661,C,a,0
i1982,6.519468085,5.913138709,115.1425,6.341864661,C,a,0
i1983,7.719468085,5.913638709,115.1425,6.341864661,C,a,0
i1984,8.919468085,5.913638709,115.1425,6.341864661,C,a,0
i1985,10.11946809,5.914138709,115.1425,6.341864661,C,a,0
i1986,11.31946809,5.914138709,115.1425,6.341864661,C,a,0
i1987,12.51946809,5.914638709,115.1425,6.341864661,C,a,0
i1988,13.71946809,5.914638709,115.1425,6.341864661,C,a,0
i1989,14.91946809,5.915138709,115.1425,6.341864661,C,a,0
i1990,16.11946809,5.915138709,115.1425,6.341864661,C,a,0
i1991,17.31946809,5.915638709,115.1425,6.341864661,C,a,0
i1992,18.16946809,5.915638709,115.1425,2.642125242,C,a,0
i1993,-8.680531915,23.90830945,114.975,5.98289119,C,a,0
i1994,18.61937907,23.90330945,114.975,5.98289119,C,a,0
i1995,-7.880531915,23.90880945,115.1425,6.341864661,C,a,0
i1996,-6.680531915,23.90930945,115.1425,6.341864661,C,a,0
i1997,-5.480531915,23.90930945,115.1425,6.341864661,C,a,0
i1998,-4.280531915,23.90980945,115.1425,6.341864661,C,a,0
i1999,-3.080531915,23.90980945,115.1425,6.341864661,C,a,0
i2000,-1.880531915,23.91030945,115.1425,6.341864661,C,a,0
i2001,-0.680531915,23.91030945,115.1425,6.341864661,C,a,0
i2002,0.519468085,23.91080945,115.1425,6.341864661,C,a,0
i2003,1.719468085,23.91080945,115.1425,6.341864661,C,a,0
i2004,2.919468085,23.91105945,115.1425,6.342246701,C,a,0
i2005,4.119468085,23.91105945,115.1425,6.342246701,C,a,0
i2006,5.319468085,23.91130945,115.1425,6.342628741,C,a,0
i2007,6.519468085,23.91130945,115.1425,6.342628741,C,a,0
i2008,7.719468085,23.91155945,115.1425,6.343010781,C,a,0
i2009,8.919468085,23.91280945,115.1425,6.342628741,C,a,0
i2010,10.11946809,23.91330945,115.1425,6.342628741,C,a,0
i2011,11.31946809,23.91280945,115.1425,6.341864661,C,a,0
i2012,12.51946809,23.91330945,115.1425,6.341864661,C,a,0
i2013,13.71946809,23.91330945,115.1425,6.341864661,C,a,0
i2014,14.91946809,23.91380945,115.1425,6.341864661,C,a,0
i2015,16.11946809,23.91380945,115.1425,6.341864661,C,a,0
i2016,17.31946809,23.91430945,115.1425,6.341864661,C,a,0
i2017,18.16946809,23.91430945,115.1425,2.642125242,C,a,0
i2018,-7.882531915,14.90798019,115.1425,6.345685062,C,a,0
i2019,-6.682531915,14.90598019,115.1425,6.341864661,C,a,0
i2020,-5.482531915,14.90598019,115.1425,6.341864661,C,a,0
i2021,-4.282531915,14.90648019,115.1425,6.341864661,C,a,0
i2022,-3.082531915,14.90648019,115.1425,6.341864661,C,a,0
i2023,-1.882531915,14.90698019,115.1425,6.341864661,C,a,0
i2024,-0.682531915,14.90698019,115.1425,6.341864661,C,a,0
i2025,11.61946809,14.90430945,115.1425,6.341864661,C,a,0
i2026,12.81946809,14.90480945,115.1425,6.341864661,C,a,0
i2027,14.01946809,14.90480945,115.1425,6.341864661,C,a,0
i2028,15.21946809,14.90530945,115.1425,6.341864661,C,a,0
i2029,16.41946809,14.90530945,115.1425,6.341864661,C,a,0
i2030,17.61946809,14.90580945,115.1425,6.341864661,C,a,0
i2031,-8.682531915,33.04763857,114.975,6.186886155,C,a,0
i2032,18.61737907,32.90148019,114.975,5.98289119,C,a,0
i2033,-7.882531915,32.90698019,115.1425,6.341864661,C,a,0
i2034,-6.682531915,32.90748019,115.1425,6.341864661,C,a,0
i2035,-5.482531915,32.90748019,115.1425,6.341864661,C,a,0
i2036,-4.282531915,32.90798019,115.1425,6.341864661,C,a,0
i2037,-3.082531915,32.90798019,115.1425,6.341864661,C,a,0
i2038,-1.882531915,32.90848019,115.1425,6.341864661,C,a,0
i2039,-0.682531915,32.90848019,115.1425,6.341864661,C,a,0
i2040,0.517468085,32.90898019,115.1425,6.341864661,C,a,0
i2041,1.717468085,32.90898019,115.1425,6.341864661,C,a,0
i2042,2.917468085,32.90948019,115.1425,6.341864661,C,a,0
i2043,4.117468085,32.90948019,115.1425,6.341864661,C,a,0
i2044,5.317468085,32.90998019,115.1425,6.341864661,C,a,0
i2045,6.517468085,32.90998019,115.1425,6.341864661,C,a,0
i2046,7.717468085,32.91048019,115.1425,6.341864661,C,a,0
i2047,8.917468085,32.91048019,115.1425,6.341864661,C,a,0
i2048,10.11746809,32.91098019,115.1425,6.341864661,C,a,0
i2049,11.31746809,32.91098019,115.1425,6.341864661,C,a,0
i2050,12.51746809,32.91148019,115.1425,6.341864661,C,a,0
i2051,13.71746809,32.91148019,115.1425,6.341864661,C,a,0
i2052,14.91746809,32.91198019,115.1425,6.341864661,C,a,0
i2053,16.11746809,32.91198019,115.1425,6.341864661,C,a,0
i2054,17.31746809,32.91248019,115.1425,6.341864661,C,a,0
i2055,18.16746809,32.91248019,115.1425,2.642125242,C,a,0
i2056,0.317468085,11.68637408,114.975,1.841000494,C,a,0
i2057,0.017468085,14.90963871,115.2175,1.14612012,C,a,0
i2058,18.31946809,14.90580945,115.2175,1.056850097,C,a,0
i2059,10.41946809,14.90430945,115.1425,6.341864661,C,a,0
i2060,9.619468085,11.86310945,114.975,1.58582658,C,a,0
i2061,4.967468085,13.20810945,114.975,7.478613987,C,a,0
i2062,0.717468085,16.18310945,115.1425,4.394988618,C,a,0
i2063,1.917468085,16.48445945,115.1425,5.006787538,C,a,0
i2064,3.117468085,19.40928445,115.1425,9.476388576,C,a,0
i2065,4.317468085,19.40728445,115.1425,9.473332256,C,a,0
i2066,5.517468085,19.40928445,115.1425,9.476388576,C,a,0
i2067,6.717468085,16.53428445,115.1425,5.082928118,C,a,0
i2068,7.917468085,19.40928445,115.1425,9.476388576,C,a,0
i2069,9.117468085,16.30810945,115.1425,4.737296494,C,a,0
i2070,9.769468085,16.18310945,115.2175,0.549087047,C,a,0
i2071,-4.178531915,1.413297225,114.975,15.64201673,C,a,0
i2072,5.090968085,1.411767967,114.975,14.695927,C,a,0
i2073,14.08826809,1.411767967,114.975,14.695927,C,a,0
i2074,3.550456848,40.75810945,114.975,7.778090612,C,a,0
i2075,-4.317881987,-7.591086253,118.575,15.47712358,C,a,0
i2076,18.61937907,-3.090361291,118.575,5.98289119,C,a,0
i2077,18.43944048,41.69713871,118.575,10.22002158,C,a,0
i2078,16.80696809,46.33425255,118.575,1.182612152,C,a,0
i2079,-4.180281915,46.40963871,118.5625,9.754626535,C,a,0
i2080,3.447468085,46.40810945,118.5625,7.267650997,C,a,0
i2081,-3.981531915,37.33879694,118.575,12.09787453,C,a,0
i2082,-7.930531915,41.87421782,118.575,11.44244022,C,a,0
i2083,-3.731531915,40.75810945,118.575,10.59368197,C,a,0
i2084,0.467468085,41.86560945,118.575,11.46030016,C,a,0
i2085,-5.484018596,43.5864395,118.5625,3.442204787,C,a,0
i2086,-1.732768596,43.5864395,118.5625,3.442204787,C,a,0
i2087,3.23239304,43.5864395,118.5625,3.442204787,C,a,0
i2088,4.717468085,37.32310945,118.575,13.01999664,C,a,0
