ind,X,Y,Z,Vol,Zone,Phase,In
i1232,9.467468085,32.90810945,110,4.238481951,C,a,0
i1233,9.467468085,28.40810945,110,4.238481951,C,a,0
i1234,9.467468085,23.90810945,110,4.238481951,C,a,0
i1235,-8.532531915,10.40810945,110,4.238481951,C,a,0
i1236,0.467468085,10.40810945,110,4.238481951,C,a,0
i1237,18.46746809,10.40810945,110,4.238481951,C,a,0
i1238,0.467468085,14.90810945,110,4.238481951,C,a,0
i1239,-8.532531915,1.408109451,110,4.238481951,C,a,0
i1240,18.46746809,1.408109451,110,4.238481951,C,a,0
i1241,-8.382531915,-7.591890549,110,6.054974216,C,a,0
i1242,0.467468085,-7.591890549,110,6.054974216,C,a,0
i1243,9.467468085,-7.591890549,110,6.054974216,C,a,0
i1244,18.46746809,-7.591890549,110,4.238481951,C,a,0
i1245,-6.082531915,23.90810945,110,1.210994843,C,a,0
i1246,-6.082531915,32.90810945,110,1.210994843,C,a,0
i1247,15.01746809,32.90810945,110,1.210994843,C,a,0
i1248,-6.082531915,28.40801422,110,1.210994843,C,a,0
i1249,15.01746809,28.40810945,110,1.210994843,C,a,0
i1250,15.01746809,23.90810945,110,1.210994843,C,a,0
i1251,-6.080382176,14.88699347,110,1.210994843,C,a,0
i1252,15.01746809,14.88510945,110,1.210994843,C,a,0
i1253,-6.082531915,10.38699347,110,1.210994843,C,a,0
i1254,15.01746809,10.40810945,110,1.210994843,C,a,0
i1255,-6.080382176,5.908109451,110,1.210994843,C,a,0
i1256,15.01746809,5.808109451,110,1.210994843,C,a,0
i1257,0.466468085,1.408109451,110,18.16492265,C,a,0
i1258,9.467468085,1.408109451,110,18.16492265,C,a,0
i1259,12.46746809,4.058109451,110,1.210994843,C,a,0
i1260,12.46746809,16.75810945,110,1.210994843,C,a,0
i1261,9.467468085,19.40810945,110,27.24738397,C,a,0
i1262,0.463170366,19.40810945,110,27.24738397,C,a,0
i1263,-3.532531915,22.05810945,110,1.210994843,C,a,0
i1264,-3.531906564,34.75810945,110,1.210994843,C,a,0
i1265,0.467468085,37.40810945,110,18.16492265,C,a,0
i1266,9.467468085,37.40810945,110,18.16492265,C,a,0
i1267,14.84246809,46.78310945,110,2.811238029,C,a,0
i1268,-8.527531915,-7.589390549,113.6,14.61843775,C,a,0
i1269,0.492468085,-7.766890549,113.6,13.83994107,C,a,0
i1270,9.467468085,-7.741890549,113.6,13.83994107,C,a,0
i1271,18.31746809,-7.588361291,113.6,11.24495212,C,a,0
i1272,18.34446809,1.384638709,113.6,11.24495212,C,a,0
i1273,-8.380531915,1.409638709,113.6,11.24495212,C,a,0
i1274,-8.532531915,10.56013871,113.6,11.24495212,C,a,0
i1275,18.31746809,10.40913871,113.6,11.24495212,C,a,0
i1276,18.31746809,19.40963871,113.6,11.24495212,C,a,0
i1277,-8.382531915,19.40963871,113.6,11.24495212,C,a,0
i1278,-8.382531915,28.40913871,113.6,11.24495212,C,a,0
i1279,18.31746809,28.40780945,113.6,11.24495212,C,a,0
i1280,18.31746809,37.41163871,113.6,11.24495212,C,a,0
i1281,-8.382531915,37.25963871,113.6,8.649963166,C,a,0
i1282,-8.531002657,46.40810945,113.6,4.238481951,C,a,0
i1283,18.46899734,46.40810945,113.6,4.238481951,C,a,0
i1284,0.317468085,46.40810945,113.6,6.054974216,C,a,0
i1285,0.467468085,37.20810945,113.6,20.93291086,C,a,0
i1286,9.467468085,37.25810945,113.6,13.83994107,C,a,0
i1287,9.467468085,19.25810945,113.6,13.83994107,C,a,0
i1288,0.467468085,19.25810945,113.6,13.83994107,C,a,0
i1289,0.467468085,28.25810945,113.6,13.83994107,C,a,0
i1290,9.467468085,10.25810945,113.6,13.83994107,C,a,0
i1291,0.467468085,10.25810945,113.6,13.83994107,C,a,0
i1292,9.467468085,1.258109451,113.6,13.83994107,C,a,0
i1293,0.469438827,1.261138709,113.6,13.83994107,C,a,0
i1294,0.467468085,13.13310945,113.6,2.119240976,C,a,0
i1295,9.467468085,13.13310945,113.6,2.119240976,C,a,0
i1296,9.467468085,28.26310945,113.6,13.83994107,C,a,0
i1297,14.84246809,46.78310945,113.6,2.811238029,C,a,0
i1298,0.469000527,-7.741890549,117.2,13.83994107,C,a,0
i1299,9.469468085,-7.741890549,117.2,13.83994107,C,a,0
i1300,18.31916809,-7.595361291,117.2,11.24495212,C,a,0
i1301,18.31916809,1.408109451,117.2,11.24495212,C,a,0
i1302,-8.380531915,1.408109451,117.2,11.24495212,C,a,0
i1303,-8.530531915,10.55913871,117.2,11.24495212,C,a,0
i1304,18.31916809,10.40463871,117.2,11.24495212,C,a,0
i1305,18.31916809,19.40810945,117.2,11.24495212,C,a,0
i1306,-8.380531915,19.40930945,117.2,11.24495212,C,a,0
i1307,18.31916809,28.40463871,117.2,11.24495212,C,a,0
i1308,-8.530531915,46.40810945,117.2,4.238481951,C,a,0
i1309,18.64646809,46.40810945,117.2,4.238481951,C,a,0
i1310,0.317468085,46.40810945,117.2,6.054974216,C,a,0
i1311,9.469468085,19.25810945,117.2,13.83994107,C,a,0
i1312,0.469468085,19.26130945,117.2,13.83994107,C,a,0
i1313,0.472468085,28.25948019,117.2,13.83994107,C,a,0
i1314,9.469468085,28.26148019,117.2,13.83994107,C,a,0
i1315,9.469468085,10.25840945,117.2,13.83994107,C,a,0
i1316,0.497468085,10.23810945,117.2,13.83994107,C,a,0
i1317,9.469468085,1.258109451,117.2,13.83994107,C,a,0
i1318,0.469168085,1.258109451,117.2,13.83994107,C,a,0
i1319,0.467968085,13.13260945,117.2,2.119240976,C,a,0
i1320,9.467968085,13.13260945,117.2,2.119240976,C,a,0
i1321,18.31946809,37.41310945,117.2,11.24495212,C,a,0
i1322,-8.380531915,37.25648019,117.2,8.649963166,C,a,0
i1323,0.469468085,37.25848019,117.2,17.29992633,C,a,0
i1324,9.467468085,37.25920945,117.2,13.83994107,C,a,0
i1325,-8.380531915,28.40963871,117.2,11.24495212,C,a,0
i1326,-8.530231915,-7.589890549,117.2,14.61843775,C,a,0
i1327,-8.529316229,-7.590363859,120.8,14.61843775,C,a,0
i1328,0.469183628,-7.741890865,120.8,13.83994107,C,a,0
i1329,9.469183628,-7.741890865,120.8,13.83994107,C,a,0
i1330,18.46746809,-7.591890549,120.8,14.61843775,C,a,0
i1331,18.46746809,1.408109451,120.8,14.61843775,C,a,0
i1332,-8.530531915,1.409638709,120.8,14.61843775,C,a,0
i1333,-8.528031915,10.40963871,120.8,14.61843775,C,a,0
i1334,18.46746809,10.40810945,120.8,14.61843775,C,a,0
i1335,18.46746809,19.40810945,120.8,14.61843775,C,a,0
i1336,-8.530031915,19.40963871,120.8,14.61843775,C,a,0
i1337,-8.530531915,28.40963871,120.8,14.61843775,C,a,0
i1338,18.46746809,28.40810945,120.8,14.61843775,C,a,0
i1339,18.46746809,37.40810945,120.8,14.61843775,C,a,0
i1340,-8.529002657,46.40810945,120.8,4.238481951,C,a,0
i1341,18.46946809,46.40810945,120.8,4.238481951,C,a,0
i1342,0.469517694,46.40810945,120.8,4.238481951,C,a,0
i1343,9.472468085,37.25310945,120.8,13.83994107,C,a,0
i1344,9.472468085,19.25310945,120.8,13.83994107,C,a,0
i1345,0.477468085,19.25310945,120.8,13.83994107,C,a,0
i1346,0.477468085,28.25948019,120.8,13.83994107,C,a,0
i1347,9.472468085,28.26148019,120.8,13.83994107,C,a,0
i1348,9.472468085,10.25810945,120.8,13.83994107,C,a,0
i1349,0.477468085,10.25810945,120.8,13.83994107,C,a,0
i1350,9.469183628,1.258109135,120.8,13.83994107,C,a,0
i1351,0.474183628,1.258109135,120.8,13.83994107,C,a,0
i1352,0.467468085,13.13310945,120.8,2.119240976,C,a,0
i1353,9.467468085,13.13310945,120.8,2.119240976,C,a,0
i1354,-8.532531915,37.41098019,120.8,14.61843775,C,a,0
i1355,0.467468085,37.25810945,120.8,13.83994107,C,a,0
i1356,14.84446809,46.78310945,120.8,2.811238029,C,a,0
i1357,-8.532831915,46.40811679,124.4,4.238570831,C,a,0
i1358,18.46716809,46.40810945,124.4,4.238481951,C,a,0
i1359,-8.532831915,-7.591890549,124.4,14.61843775,C,a,0
i1360,-8.532831915,1.408109451,124.4,14.61843775,C,a,0
i1361,-8.532831915,10.40810945,124.4,14.61843775,C,a,0
i1362,-8.532831915,19.40810945,124.4,14.61843775,C,a,0
i1363,-8.532831915,28.40810945,124.4,14.61843775,C,a,0
i1364,-8.532831915,37.40810945,124.4,14.61843775,C,a,0
i1365,0.467168085,46.40811679,124.4,4.238570831,C,a,0
i1366,0.467168085,37.40810945,124.4,14.61843775,C,a,0
i1367,0.467168085,28.40810945,124.4,14.61843775,C,a,0
i1368,0.467168085,19.40810945,124.4,14.61843775,C,a,0
i1369,0.467168085,10.40840945,124.4,14.61843775,C,a,0
i1370,0.467168085,1.388109451,124.4,14.61843775,C,a,0
i1371,0.467168085,-7.611890549,124.4,14.61843775,C,a,0
i1372,9.467168085,37.40810945,124.4,14.61843775,C,a,0
i1373,9.467168085,28.40810945,124.4,14.61843775,C,a,0
i1374,9.467168085,19.40810945,124.4,14.61843775,C,a,0
i1375,9.467168085,10.40810945,124.4,14.61843775,C,a,0
i1376,9.467168085,1.408109451,124.4,14.61843775,C,a,0
i1377,9.467168085,-7.591890549,124.4,14.61843775,C,a,0
i1378,18.46716809,37.40810945,124.4,14.61843775,C,a,0
i1379,18.46716809,28.40810945,124.4,14.61843775,C,a,0
i1380,18.46716809,19.40810945,124.4,14.61843775,C,a,0
i1381,18.46716809,10.40810945,124.4,14.61843775,C,a,0
i1382,18.46716809,1.408109451,124.4,14.61843775,C,a,0
i1383,18.46716809,-7.591890549,124.4,14.61843775,C,a,0
i1384,14.84216809,46.78310945,124.4,2.811238029,C,a,0
i1385,-8.533156915,46.40529695,128,4.238481951,C,a,0
i1386,18.46684309,46.40529695,128,4.238481951,C,a,0
i1387,-8.531906915,-7.59187587,128,14.61843775,C,a,0
i1388,-8.533156915,1.407866799,128,14.61843775,C,a,0
i1389,-8.533156915,10.40855428,128,14.61843775,C,a,0
i1390,-8.533156915,19.40529695,128,14.61843775,C,a,0
i1391,-8.533156915,28.40529695,128,14.61843775,C,a,0
i1392,-8.530656915,37.40529695,128,14.61843775,C,a,0
i1393,0.466843085,46.41029695,128,4.238481951,C,a,0
i1394,0.466843085,37.40529695,128,14.61843775,C,a,0
i1395,0.466843085,28.40529695,128,14.61843775,C,a,0
i1396,0.466843085,19.42029695,128,14.61843775,C,a,0
i1397,0.466843085,10.40529695,128,14.61843775,C,a,0
i1398,0.466843085,1.405296951,128,14.61843775,C,a,0
i1399,0.466843085,-7.59187587,128,14.61843775,C,a,0
i1400,9.466843085,37.40529695,128,14.61843775,C,a,0
i1401,9.466843085,28.40529695,128,14.61843775,C,a,0
i1402,9.466843085,19.40529695,128,14.61843775,C,a,0
i1403,9.466843085,10.40529695,128,14.61843775,C,a,0
i1404,9.466843085,1.410296951,128,14.61843775,C,a,0
i1405,9.466843085,-7.589703049,128,14.61843775,C,a,0
i1406,18.46684309,37.41029695,128,14.61843775,C,a,0
i1407,18.46684309,28.40529695,128,14.61843775,C,a,0
i1408,18.46684309,19.42029695,128,14.61843775,C,a,0
i1409,18.46684309,10.41029695,128,14.61843775,C,a,0
i1410,18.46684309,1.40821054,128,14.61843775,C,a,0
i1411,18.46684309,-7.594703049,128,14.61843775,C,a,0
i1412,14.84210416,46.78262413,128,2.811238029,C,a,0
i1413,-8.532698241,46.40800493,131.65,4.356217561,C,a,0
i1414,18.46730176,46.40800493,131.65,4.356217561,C,a,0
i1415,-8.531448241,-7.591995065,131.65,15.02450547,C,a,0
i1416,-8.532698241,1.408004935,131.65,15.02450547,C,a,0
i1417,-8.532698241,10.40800493,131.65,15.02450547,C,a,0
i1418,-8.532698241,19.40800493,131.65,15.02450547,C,a,0
i1419,-8.532698241,28.40800493,131.65,15.02450547,C,a,0
i1420,-8.530198241,37.40800493,131.65,15.02450547,C,a,0
i1421,0.467301759,46.41300493,131.65,4.356217561,C,a,0
i1422,0.467301759,37.40800493,131.65,15.02450547,C,a,0
i1423,0.467301759,28.40800493,131.65,15.02450547,C,a,0
i1424,0.467301759,19.40810945,131.65,15.02450547,C,a,0
i1425,0.467301759,10.40800493,131.65,15.02450547,C,a,0
i1426,0.467301759,1.408004935,131.65,15.02450547,C,a,0
i1427,0.467301759,-7.596995065,131.65,15.02450547,C,a,0
i1428,9.467301759,37.40800493,131.65,15.02450547,C,a,0
i1429,9.467301759,28.40800493,131.65,15.02450547,C,a,0
i1430,9.467301759,19.40800493,131.65,15.02450547,C,a,0
i1431,9.467301759,10.40800493,131.65,15.02450547,C,a,0
i1432,9.467301759,1.408004935,131.65,15.02450547,C,a,0
i1433,9.467301759,-7.586995065,131.65,15.02450547,C,a,0
i1434,18.46730176,37.41300493,131.65,15.02450547,C,a,0
i1435,18.46730176,28.40800493,131.65,15.02450547,C,a,0
i1436,18.46730176,19.42300493,131.65,15.02450547,C,a,0
i1437,18.46730176,10.41300493,131.65,15.02450547,C,a,0
i1438,18.46730176,1.408109451,131.65,15.02450547,C,a,0
i1439,18.46730176,-7.591995065,131.65,15.02450547,C,a,0
i1440,14.84215479,46.78310945,131.65,2.889327974,C,a,0
i1441,-8.53578976,-7.591890549,135.6,17.05484404,C,a,0
i1442,0.46091024,-7.591890549,135.6,22.70615331,C,a,0
i1443,9.46591024,-7.591890549,135.6,22.70615331,C,a,0
i1444,18.46591024,-7.591890549,135.6,17.05484404,C,a,0
i1445,18.46591024,1.408109451,135.6,17.05484404,C,a,0
i1446,-8.53578976,1.408109451,135.6,17.05484404,C,a,0
i1447,-8.53328976,10.40810945,135.6,17.05484404,C,a,0
i1448,18.46591024,10.40810945,135.6,17.05484404,C,a,0
i1449,18.46591024,19.40810945,135.6,17.05484404,C,a,0
i1450,-8.53578976,19.40810945,135.6,17.05484404,C,a,0
i1451,-8.53578976,28.40810945,135.6,17.05484404,C,a,0
i1452,18.46591024,28.40810945,135.6,17.05484404,C,a,0
i1453,18.46591024,37.40810945,135.6,17.05484404,C,a,0
i1454,-8.533299861,46.40810945,135.6,4.94489561,C,a,0
i1455,18.45967254,46.40760945,135.6,4.94489561,C,a,0
i1456,0.463700139,46.40658019,135.6,4.94489561,C,a,0
i1457,9.46091024,19.40810945,135.6,22.70615331,C,a,0
i1458,0.46591024,19.40810945,135.6,22.70615331,C,a,0
i1459,0.46591024,28.40810945,135.6,22.70615331,C,a,0
i1460,9.46591024,28.40908019,135.6,22.70615331,C,a,0
i1461,9.46091024,10.41310945,135.6,22.70615331,C,a,0
i1462,0.46591024,10.41310945,135.6,22.70615331,C,a,0
i1463,9.46091024,1.408109451,135.6,22.70615331,C,a,0
i1464,0.46591024,1.408109451,135.6,22.70615331,C,a,0
i1465,-8.53348976,37.40495093,135.6,17.05484404,C,a,0
i1466,0.46751024,37.4107927,135.6,17.05484404,C,a,0
i1467,9.46651024,37.40810945,135.6,17.05484404,C,a,0
i1468,-8.531316229,-7.587418708,140.075,25.67957815,C,a,0
i1469,0.464783771,-7.588947966,140.075,25.67957815,C,a,0
i1470,9.464783771,-7.588947966,140.075,25.67957815,C,a,0
i1471,18.47038377,-7.587418708,140.075,25.67957815,C,a,0
i1472,18.47038377,1.412581292,140.075,25.67957815,C,a,0
i1473,-8.531316229,1.412581292,140.075,25.67957815,C,a,0
i1474,-8.528816229,10.41258129,140.075,25.67957815,C,a,0
i1475,18.47038377,10.41258129,140.075,25.67957815,C,a,0
i1476,18.47106809,19.40810945,140.075,5.592441464,C,a,0
i1477,-8.530631915,19.40810945,140.075,5.592441464,C,a,0
i1478,-8.530631915,28.40810945,140.075,5.592441464,C,a,0
i1479,18.47106809,28.40810945,140.075,5.592441464,C,a,0
i1480,18.47106809,37.40810945,140.075,5.592441464,C,a,0
i1481,-8.532531915,46.40810945,140.075,5.592441464,C,a,0
i1482,18.46044048,46.40760945,140.075,5.592441464,C,a,0
i1483,0.464468085,46.40658019,140.075,5.592441464,C,a,0
i1484,9.465468085,19.40658019,140.075,5.592441464,C,a,0
i1485,0.470468085,19.40658019,140.075,5.592441464,C,a,0
i1486,0.470468085,28.40658019,140.075,5.592441464,C,a,0
i1487,9.469468085,28.40810945,140.075,5.592441464,C,a,0
i1488,9.464783771,10.41605203,140.075,25.67957815,C,a,0
i1489,0.469783771,10.41605203,140.075,25.67957815,C,a,0
i1490,9.464783771,1.411052034,140.075,25.67957815,C,a,0
i1491,0.469783771,1.411052034,140.075,25.67957815,C,a,0
i1492,-8.528331915,37.40495093,140.075,5.592441464,C,a,0
i1493,0.472668085,37.4107927,140.075,5.592441464,C,a,0
i1494,9.471668085,37.40810945,140.075,5.592441464,C,a,0
i1495,14.84203733,46.78510945,140.075,3.709272399,C,a,0
i1496,-8.532469415,46.40804695,145.15,6.357722927,C,a,0
i1497,0.467530585,46.40804695,145.15,6.357722927,C,a,0
i1498,18.46753059,46.40804695,145.15,6.357722927,C,a,0
i1499,-8.532469415,37.40804695,145.15,6.357722927,C,a,0
i1500,0.467530585,37.40804695,145.15,6.357722927,C,a,0
i1501,9.467530585,37.40804695,145.15,6.357722927,C,a,0
i1502,18.46753059,37.40804695,145.15,6.357722927,C,a,0
i1503,-8.530969415,28.40654695,145.15,6.357722927,C,a,0
i1504,0.468605585,28.40697195,145.15,6.357722927,C,a,0
i1505,9.467530585,28.40804695,145.15,6.357722927,C,a,0
i1506,18.46753059,28.40804695,145.15,6.357722927,C,a,0
i1507,-8.532469415,-7.591953049,145.15,6.357722927,C,a,0
i1508,0.492530585,-7.616953049,145.15,6.357722927,C,a,0
i1509,9.467130585,-7.591553049,145.15,6.357722927,C,a,0
i1510,18.46753059,-7.591953049,145.15,6.357722927,C,a,0
i1511,15.96503059,-7.416953049,145.15,3.178861464,C,a,0
i1512,-8.732469415,35.15804695,145.15,1.167745027,C,a,0
i1513,-8.734469415,32.90804695,145.15,1.167745027,C,a,0
i1514,-8.734469415,30.65804695,145.15,1.167745027,C,a,0
i1515,9.265530585,1.208046951,145.15,1.167745027,C,a,0
i1516,9.265530585,-0.841953049,145.15,1.167745027,C,a,0
i1517,9.263530585,-3.091953049,145.15,1.167745027,C,a,0
i1518,9.263530585,-5.341953049,145.15,1.167745027,C,a,0
i1519,11.71953059,1.208046951,145.15,1.167745027,C,a,0
i1520,13.96553059,1.208046951,145.15,1.167745027,C,a,0
i1521,16.21553059,1.208046951,145.15,1.167745027,C,a,0
i1522,14.84253059,46.78304695,145.15,4.216857043,C,a,0
i1523,-8.730685067,21.6852433,145.00055,1.103108178,C,a,0
i1524,-8.730685067,19.4352433,144.9053,1.061912728,C,a,0
i1525,-8.730685067,17.1852433,144.79105,1.012499813,C,a,0
i1526,-8.730685067,14.9352433,144.66805,0.95930254,C,a,0
i1527,-8.730685067,12.6852433,144.5304,0.899769169,C,a,0
i1528,-8.730685067,10.4352433,144.36845,0.829726092,C,a,0
i1529,-8.730685067,8.185243298,144.1924,0.753584791,C,a,0
i1530,-8.730685067,5.935243298,144.05,0.691997053,C,a,0
i1531,-8.730685067,3.685243298,144.05,0.691997053,C,a,0
i1532,-8.730685067,1.435243298,144.05,0.691997053,C,a,0
i1533,-8.730685067,-0.814756702,144.05,0.691997053,C,a,0
i1534,-8.730685067,-3.064756702,144.05,0.691997053,C,a,0
i1535,18.66931493,21.6852433,145.00055,1.103108178,C,a,0
i1536,18.66931493,19.4352433,144.9053,1.061912728,C,a,0
i1537,18.66931493,17.1852433,144.79105,1.012499813,C,a,0
i1538,18.66931493,14.9352433,144.66805,0.95930254,C,a,0
i1539,18.66931493,12.6852433,144.5304,0.899769169,C,a,0
i1540,18.66931493,10.4352433,144.36845,0.829726092,C,a,0
i1541,18.66931493,8.185243298,144.1924,0.753584791,C,a,0
i1542,18.66931493,5.935243298,144.05,0.691997053,C,a,0
i1543,18.66931493,3.685243298,144.05,0.691997053,C,a,0
i1544,18.66931493,1.435243298,144.05,0.691997053,C,a,0
i1545,18.66931493,-0.814756702,144.05,0.691997053,C,a,0
i1546,18.66931493,-3.064756702,144.05,0.691997053,C,a,0
i1547,18.66931493,-5.314756702,144.05,0.691997053,C,a,0
i1548,4.967468085,14.90810945,104.03125,1.957354512,C,a,0
i1549,-4.082531915,46.40810945,103.5625,10.85270031,C,a,0
i1550,-5.482531915,43.75810945,103.5625,3.693053718,C,a,0
i1551,-1.732531915,43.75810945,103.5625,3.693053718,C,a,0
i1552,-8.532531915,41.90810945,103.575,11.35307666,C,a,0
i1553,-4.032531915,40.75810945,103.575,11.35307666,C,a,0
i1554,3.549930562,40.75810945,103.55,7.776762843,C,a,0
i1555,0.467468085,41.90810945,103.575,11.35307666,C,a,0
i1556,-8.532531915,32.90810945,103.575,11.35307666,C,a,0
i1557,-8.532531915,23.90810945,103.575,11.35307666,C,a,0
i1558,-7.307531915,28.40810945,103.575,1.766034146,C,a,0
i1559,-6.082531915,35.15810945,103.575,3.243736187,C,a,0
i1560,-6.082531915,30.65810945,103.575,3.243736187,C,a,0
i1561,-6.082531915,26.15810945,103.575,3.243736187,C,a,0
i1562,-6.082531915,21.65810945,103.575,3.243736187,C,a,0
i1563,-6.082531915,17.15810945,103.575,3.243736187,C,a,0
i1564,-6.082531915,12.65810945,103.575,3.243736187,C,a,0
i1565,-7.307531915,10.40810945,103.575,1.766034146,C,a,0
i1566,-6.082531915,8.158109451,103.575,3.243736187,C,a,0
i1567,-6.082531915,3.658109451,103.575,3.243736187,C,a,0
i1568,-8.532531915,5.908109451,103.575,11.35307666,C,a,0
i1569,-4.032531915,1.408109451,103.575,11.35307666,C,a,0
i1570,-8.532531915,-3.091890549,103.575,11.35307666,C,a,0
i1571,-4.032531915,-3.091890549,103.575,6.487472375,C,a,0
i1572,0.467468085,-3.091890549,103.575,11.35307666,C,a,0
i1573,4.967468085,1.408109451,103.575,11.35307666,C,a,0
i1574,6.63239304,39.6293398,103.575,3.202260113,C,a,0
i1575,8.049930562,40.85810945,103.575,2.043607893,C,a,0
i1576,12.65496809,40.85810945,103.575,4.595292932,C,a,0
i1577,15.84246809,39.62849744,103.575,3.201045718,C,a,0
i1578,15.29246809,44.38003269,103.575,3.455660285,C,a,0
i1579,4.967468085,37.40810945,103.575,11.35307666,C,a,0
i1580,13.96746809,37.40810945,103.575,11.35307666,C,a,0
i1581,9.467468085,39.87060945,103.575,5.329638763,C,a,0
i1582,-2.807531915,34.75810945,103.575,4.721438228,C,a,0
i1583,0.467468085,35.16415743,103.575,5.661400892,C,a,0
i1584,-2.807531915,22.05810945,103.575,4.721438228,C,a,0
i1585,-4.032531915,19.40810945,103.575,11.35307666,C,a,0
i1586,0.467468085,21.65810945,103.575,5.676538328,C,a,0
i1587,4.967468085,19.40810945,103.575,11.35307666,C,a,0
i1588,18.46746809,41.90810945,103.575,11.35307666,C,a,0
i1589,18.46746809,32.90810945,103.575,11.35307666,C,a,0
i1590,18.46746809,23.90810945,103.575,11.35307666,C,a,0
i1591,13.96746809,19.40810945,103.575,11.35307666,C,a,0
i1592,18.46746809,14.90810945,103.575,11.35307666,C,a,0
i1593,18.46746809,5.908109451,103.575,11.35307666,C,a,0
i1594,13.96746809,1.408109451,103.575,11.35307666,C,a,0
i1595,9.467468085,3.658109451,103.575,5.676538328,C,a,0
i1596,9.467468085,-3.091890549,103.575,11.35307666,C,a,0
i1597,18.46746809,-3.091890549,103.575,11.35307666,C,a,0
i1598,13.96746809,-7.591890549,103.575,11.35307666,C,a,0
i1599,4.967468085,-7.591890549,103.575,11.35307666,C,a,0
i1600,-4.032531915,-7.591890549,103.575,11.35307666,C,a,0
i1601,16.74246809,28.40810945,103.575,2.48686441,C,a,0
i1602,15.01746809,35.16415743,103.575,3.235086224,C,a,0
i1603,15.01746809,30.66415743,103.575,3.252455313,C,a,0
i1604,15.01746809,26.15810945,103.575,3.243736187,C,a,0
i1605,15.01746809,21.65810945,103.575,3.243736187,C,a,0
i1606,15.01746809,17.15808465,103.575,3.243771947,C,a,0
